,ACCNUM,ACCLASS,INVOLVED,MOTIVE,X,Y,LATITUDE,LONGITUDE,DATE_TIME,SEASON,YEAR,MONTH,MONTH_NAME,DAY_NAME,HOUR,HOUR_INTERVAL,ROAD_CLASS,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,DISTRICT,NEIGHBOURHOOD,HOOD_ID,LOCCOORD,PEOPLE_COUNT,FATAL_INJURY_COUNT,MAJOR_INJURY_COUNT,MINOR_INJURY_COUNT,NO_INJURY_COUNT,NULL_INJURY_COUNT,DRIVERS_COUNT,PEDESTRIAN_COUNT,PASSENGER_COUNT,CYCLIST_COUNT,OTHER_INVTYPE_COUNT,NULL_INVTYPE_COUNT,PEOPLE_VEH_COUNT,AUTOMOBILE_VEH_COUNT,RECREATIONAL_VEH_COUNT,OTHER_VEH_COUNT,NULL_VEH_COUNT,PEDESTRIAN,Season,Weekday,Hour
5432,8001460468,Fatal,"Pedestrian, Automobile",Not Recorded,-8812567.97023027,5432227.87740356,43.784983,-79.164645,2018-08-09 00:50:00,Summer,2018,8,August,Thursday,0,00:00 to 00:59,Expressway,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Scarborough,Centennial Scarborough (133),133,Mid-Block,3,1,0,0,2,0,2,1,0,0,0,0,0,2,0,0,0,1,Summer,3,0
5435,8001473575,Fatal,"Automobile, Motorcycle","Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8820859.7138215,5429513.68125191,43.767378,-79.239131,2018-08-10 20:55:00,Summer,2018,8,August,Friday,20,20:00 to 20:59,Minor Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Scarborough,Woburn (137),137,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,Summer,4,20
5443,8001512528,Fatal,"Automobile, Truck",Not Recorded,-8833244.22981123,5421995.96054489,43.718589,-79.350383,2018-08-16 15:55:00,Summer,2018,8,August,Thursday,15,15:00 to 15:59,Major Arterial,Intersection Related,Stop Sign,Clear,Daylight,Dry,Turning Movement,North York,Banbury-Don Mills (42),42,Intersection,3,1,0,0,2,0,2,0,0,0,0,1,0,2,0,0,0,0,Summer,3,15
5470,8001644149,Fatal,"Pedestrian, Truck",Not Recorded,-8852755.19696257,5403649.0354096,43.599353,-79.525653,2018-09-05 14:05:00,Summer,2018,9,September,Wednesday,14,14:00 to 14:59,Local,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Long Branch (19),19,Mid-Block,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,Summer,2,14
5484,8001685122,Fatal,"Pedestrian, Automobile",Not Recorded,-8850353.36762921,5403888.22380403,43.600909,-79.504077,2018-09-11 17:08:00,Summer,2018,9,September,Tuesday,17,17:00 to 17:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,New Toronto (18),18,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,1,17
5490,8001708692,Fatal,"Automobile, Motorcycle",Not Recorded,-8845254.15571444,5411503.36673305,43.650427,-79.45827,2018-09-15 02:40:00,Summer,2018,9,September,Saturday,2,02:00 to 02:59,Major Arterial,Non Intersection,No Control,Clear,Dark,Dry,Approaching,Toronto and East York,High Park-Swansea (87),87,Mid-Block,3,1,1,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,Summer,5,2
5499,8001732179,Fatal,"Automobile, Motorcycle","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8846785.466629801,5416542.05524531,43.683169,-79.472026,2018-09-18 18:50:00,Summer,2018,9,September,Tuesday,18,18:00 to 18:59,Major Arterial,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Etobicoke York,Keelesdale-Eglinton West (110),110,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,Summer,1,18
5501,8001744519,Fatal,"Pedestrian, Automobile",Not Recorded,-8844525.45832771,5419238.88740912,43.700686,-79.451724,2018-09-20 16:00:00,Summer,2018,9,September,Thursday,16,16:00 to 16:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,North York,Briar Hill-Belgravia (108),108,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,3,16
5502,8001751421,Fatal,"Pedestrian, Automobile",Not Recorded,-8835393.80917845,5413487.92060117,43.663325,-79.369693,2018-09-21 16:00:00,Summer,2018,9,September,Friday,16,16:00 to 16:59,Laneway,Intersection Related,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Moss Park (73),73,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,4,16
5512,8001780907,Fatal,"Pedestrian, Automobile","Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8821741.36418858,5422146.28882777,43.719565,-79.247051,2018-09-26 07:09:00,Autumn,2018,9,September,Wednesday,7,07:00 to 07:59,Minor Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Cliffcrest (123),123,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,2,7
5515,8001785891,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8826800.61240616,5431803.23528394,43.782229,-79.29249899999998,2018-09-26 20:53:00,Autumn,2018,9,September,Wednesday,20,20:00 to 20:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Tam O'Shanter-Sullivan (118),118,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,2,20
5523,8001812203,Fatal,"Pedestrian, City Vehicle",Not Recorded,-8846480.56254452,5409469.55666792,43.637206,-79.469287,2018-10-01 06:22:00,Autumn,2018,10,October,Monday,6,06:00 to 06:59,Major Arterial,Non Intersection,No Control,Rain,"Daylight, artificial",Wet,Pedestrian Collisions,Toronto and East York,High Park-Swansea (87),87,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Autumn,0,6
5527,8001843657,Fatal,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8852136.9285107,5418420.6865649,43.695372,-79.520099,2018-10-05 18:52:00,Autumn,2018,10,October,Friday,18,18:00 to 18:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Etobicoke York,Humber Heights-Westmount (8),8,Mid-Block,3,1,0,0,2,0,3,0,0,0,0,0,0,2,1,0,0,0,Autumn,4,18
5533,8001856890,Fatal,"Pedestrian, Automobile",Not Recorded,-8839463.64976185,5428749.28705346,43.762419,-79.406253,2018-10-08 01:17:00,Autumn,2018,10,October,Monday,1,01:00 to 01:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,North York,Willowdale East (51),51,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,0,1
5534,8001860748,Fatal,"Cyclist, Automobile, City Vehicle",Not Recorded,-8833306.234767599,5412747.77895127,43.658515,-79.35094000000002,2018-10-08 20:15:00,Autumn,2018,10,October,Monday,20,20:00 to 20:59,Major Arterial,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Cyclist Collisions,Toronto and East York,South Riverdale (70),70,Intersection,3,1,0,0,2,0,1,0,0,1,1,0,1,0,0,1,0,0,Autumn,0,20
5543,8001923925,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8841687.14527096,5413483.15026762,43.663294,-79.426227,2018-10-18 12:17:00,Autumn,2018,10,October,Thursday,12,12:00 to 12:59,Minor Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Dovercourt-Wallace Emerson-Junction (93),93,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,3,12
5562,8002016979,Fatal,"Automobile, City Vehicle",Not Recorded,-8840536.32437514,5422666.29570836,43.722941,-79.415889,2018-11-01 17:12:00,Autumn,2018,11,November,Thursday,17,17:00 to 17:59,Major Arterial,Intersection Related,No Control,Rain,Dark,Dry,Rear End,North York,Bedford Park-Nortown (39),39,Intersection,4,1,0,0,3,0,3,0,1,0,0,0,0,2,0,1,0,0,Autumn,3,17
5564,8002018204,Fatal,"Pedestrian, Automobile",Not Recorded,-8859445.16440077,5426965.6387426,43.750846,-79.58575,2018-11-01 20:43:00,Autumn,2018,11,November,Thursday,20,20:00 to 20:59,Major Arterial,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Etobicoke York,Mount Olive-Silverstone-Jamestown (2),2,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,3,20
5574,8002065935,Fatal,"Pedestrian, Automobile",Not Recorded,-8826735.15654557,5428870.439076999,43.763205,-79.291911,2018-11-09 06:50:00,Autumn,2018,11,November,Friday,6,06:00 to 06:59,Major Arterial,Non Intersection,No Control,Clear,"Dawn, artificial",Dry,Pedestrian Collisions,Scarborough,Wexford/Maryvale (119),119,Mid-Block,4,1,1,1,1,0,2,2,0,0,0,0,0,1,0,0,1,1,Autumn,4,6
5577,8002088211,Fatal,"Pedestrian, Automobile",Not Recorded,-8816755.03023748,5431944.93467344,43.783148,-79.202258,2018-11-12 18:22:00,Autumn,2018,11,November,Monday,18,18:00 to 18:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Morningside (135),135,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,0,18
5589,8002139374,Fatal,"Pedestrian, City Vehicle",Not Recorded,-8843770.48954115,5421574.5615263,43.715853,-79.444942,2018-11-20 18:04:00,Autumn,2018,11,November,Tuesday,18,18:00 to 18:59,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Pedestrian Collisions,North York,Yorkdale-Glen Park (31),31,Intersection,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,Autumn,1,18
5596,8002171142,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8820130.23719833,5425530.70957246,43.741534,-79.232578,2018-11-25 17:50:00,Autumn,2018,11,November,Sunday,17,17:00 to 17:59,Minor Arterial,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Eglinton East (138),138,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,6,17
5607,8002229899,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8824030.20423878,5428127.21343688,43.758383,-79.267612,2018-12-04 19:32:00,Autumn,2018,12,December,Tuesday,19,19:00 to 19:59,Major Arterial,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Scarborough,Bendale (127),127,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,1,19
5612,8002249590,Fatal,"Pedestrian, Automobile",Not Recorded,-8827587.86384504,5434602.78003868,43.800383,-79.299571,2018-12-07 18:30:00,Autumn,2018,12,December,Friday,18,18:00 to 18:59,Major Arterial,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Scarborough,L'Amoreaux (117),117,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,4,18
5626,8002341194,Fatal,"Pedestrian, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8838116.68392325,5415303.13438281,43.67512,-79.394153,2018-12-22 06:23:00,Winter,2018,12,December,Saturday,6,06:00 to 06:59,Major Arterial,Non Intersection,No Control,Clear,"Dawn, artificial",Dry,Pedestrian Collisions,Toronto East York,Annex (95),95,Mid-Block,3,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,Winter,5,6
5631,8002363781,Fatal,"Pedestrian, Automobile",Not Recorded,-8853213.83326464,5411056.29317677,43.64752100000001,-79.52977299999998,2018-12-26 18:53:00,Winter,2018,12,December,Wednesday,18,18:00 to 18:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Etobicoke York,Islington-City Centre West (14),14,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,2,18
5633,8008069034,Fatal,"Pedestrian, Automobile",Not Recorded,-8859248.908138499,5417359.47383942,43.688479,-79.583987,2018-05-04 23:54:00,Spring,2018,5,May,Friday,23,23:00 to 23:59,Major Arterial,Overpass or Bridge,No Control,<Null>,Dark,<Null>,Pedestrian Collisions,Etobicoke York,West Humber-Clairville (1),1,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,4,23
5635,9000008532,Fatal,Automobile,Aggressive and Distracted Driving Collision,-8861222.71402976,5425937.95898629,43.744177,-79.601718,2019-01-02 14:05:00,Winter,2019,1,January,Wednesday,14,14:00 to 14:59,Local,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,Etobicoke York,West Humber-Clairville (1),1,Mid-Block,2,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,Winter,2,14
5638,9000040914,Fatal,"Pedestrian, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8842719.85618705,5409832.72069249,43.639567,-79.43550400000002,2019-01-07 20:12:00,Winter,2019,1,January,Monday,20,20:00 to 20:59,Local,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Pedestrian Collisions,Toronto and East York,South Parkdale (85),85,Mid-Block,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,Winter,0,20
5639,9000047172,Fatal,"Pedestrian, Automobile",Not Recorded,-8828945.96163272,5420171.11502288,43.70674,-79.311771,2019-01-08 18:38:00,Winter,2019,1,January,Tuesday,18,18:00 to 18:59,Major Arterial,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Pedestrian Collisions,Toronto and East York,O'Connor-Parkview (54),54,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Winter,1,18
5642,9000074527,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8821909.45661968,5429056.79434258,43.764414,-79.248561,2019-01-12 22:13:00,Winter,2019,1,January,Saturday,22,22:00 to 22:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Sideswipe,Scarborough,Woburn (137),137,Mid-Block,2,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,Winter,5,22
5644,9000088115,Fatal,"Pedestrian, Truck",Not Recorded,-8837132.28566617,5411201.82816773,43.648467,-79.38531,2019-01-15 05:55:00,Winter,2019,1,January,Tuesday,5,05:00 to 05:59,Major Arterial,Laneway,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Toronto and East York,Bay Street Corridor (76),76,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,1,5
5646,9000097480,Fatal,"Pedestrian, Truck",Not Recorded,-8843770.48954115,5421577.02579212,43.715869,-79.444942,2019-01-16 13:03:00,Winter,2019,1,January,Wednesday,13,13:00 to 13:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,North York,Yorkdale-Glen Park (31),31,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Winter,2,13
5647,9000097665,Fatal,"Pedestrian, Truck",Not Recorded,-8844342.89436281,5418401.90297846,43.69525,-79.45008399999998,2019-01-16 13:32:00,Winter,2019,1,January,Wednesday,13,13:00 to 13:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Oakwood Village (107),107,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Winter,2,13
5649,9000107139,Fatal,"Pedestrian, Truck",Aggressive and Distracted Driving Collision,-8839956.23850861,5413554.24388084,43.663756,-79.410678,2019-01-17 21:22:00,Winter,2019,1,January,Thursday,21,21:00 to 21:59,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Toronto and East York,University (79),79,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,3,21
5650,9000115545,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8834243.87883856,5419472.62840381,43.702204,-79.359363,2019-01-19 05:30:00,Winter,2019,1,January,Saturday,5,05:00 to 05:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,SMV Other,North York,Thorncliffe Park (55),55,Mid-Block,2,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,Winter,5,5
5658,9000198863,Fatal,Automobile,Not Recorded,-8813024.93673998,5435184.10756079,43.804152,-79.16875,2019-02-01 02:58:00,Winter,2019,2,February,Friday,2,02:00 to 02:59,Minor Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Loose Snow,Angle,Scarborough,Rouge (131),131,Intersection,3,1,0,2,0,0,2,0,1,0,0,0,0,2,0,0,0,0,Winter,4,2
5668,9000296843,Fatal,"Pedestrian, Automobile",Not Recorded,-8830377.864242801,5436918.28246628,43.815394,-79.324634,2019-02-16 09:07:00,Winter,2019,2,February,Saturday,9,09:00 to 09:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Wet,Pedestrian Collisions,Scarborough,Steeles (116),116,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,5,9
5671,9000357586,Fatal,"Pedestrian, Automobile",Not Recorded,-8856836.05817556,5426480.06158369,43.747695,-79.562312,2019-02-25 19:49:00,Winter,2019,2,February,Monday,19,19:00 to 19:59,Major Arterial,At Intersection,Traffic Signal,Other,Dark,Other,Pedestrian Collisions,Etobicoke York,Humbermede (22),22,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,0,19
5679,9000419013,Fatal,"Pedestrian, City Vehicle",Not Recorded,-8845476.68337654,5418115.38104057,43.693389,-79.460269,2019-03-07 09:01:00,Winter,2019,3,March,Thursday,9,09:00 to 09:59,Major Arterial,Non Intersection,No Control,<Null>,Daylight,Other,Pedestrian Collisions,North York,Caledonia-Fairbank (109),109,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Winter,3,9
5695,9000524060,Fatal,"Automobile, City Vehicle",Aggressive and Distracted Driving Collision,-8849065.8463987,5425819.31087654,43.743407,-79.492511,2019-03-23 03:30:00,Spring,2019,3,March,Saturday,3,03:00 to 03:59,Major Arterial,At Intersection,Stop Sign,Other,Other,<Null>,Turning Movement,North York,Downsview-Roding-CFB (26),26,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,Spring,5,3
5701,9000563702,Fatal,"Pedestrian, City Vehicle",Not Recorded,-8836186.18131392,5414866.95804589,43.672286,-79.376811,2019-03-29 06:30:00,Spring,2019,3,March,Friday,6,06:00 to 06:59,Major Arterial,At Intersection,Traffic Signal,Other,Other,Other,Pedestrian Collisions,Toronto and East York,North St.James Town (74),74,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Spring,4,6
5707,9000618194,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8822390.13418092,5436206.80242881,43.810782,-79.25287900000002,2019-04-06 09:07:00,Spring,2019,4,April,Saturday,9,09:00 to 09:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Agincourt North (129),129,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,5,9
5708,9000618680,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8831127.82365227,5433469.69008743,43.793036,-79.33137099999998,2019-04-06 10:41:00,Spring,2019,4,April,Saturday,10,10:00 to 10:59,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Approaching,North York,L'Amoreaux (117),117,Intersection,3,1,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,Spring,5,10
5737,9000846736,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8825654.91220691,5437080.73346697,43.816447,-79.282207,2019-05-10 01:24:00,Spring,2019,5,May,Friday,1,01:00 to 01:59,Major Arterial,Non Intersection,No Control,Rain,"Dark, artificial",Wet,SMV Other,Scarborough,Milliken (130),130,Mid-Block,3,1,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,Spring,4,1
5752,9000983985,Fatal,Truck,Not Recorded,-8838736.62216748,5425235.02971991,43.739615,-79.399722,2019-05-29 13:28:00,Spring,2019,5,May,Wednesday,13,13:00 to 13:59,Local,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,North York,Bridle Path-Sunnybrook-York Mills (41),41,Mid-Block,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,Spring,2,13
5763,9001044395,Fatal,"Automobile, Motorcycle","Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8844114.466767699,5427367.09520921,43.753451,-79.448032,2019-06-06 21:24:00,Spring,2019,6,June,Thursday,21,21:00 to 21:59,Major Arterial,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,North York,Clanton Park (33),33,Intersection,2,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,Spring,3,21
5773,9001093937,Fatal,Automobile,Medical or Physical Disability Related Collision,-8832214.07924343,5430864.58965373,43.776141,-79.34112900000002,2019-06-13 19:34:00,Spring,2019,6,June,Thursday,19,19:00 to 19:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Wet,Turning Movement,North York,Henry Farm (53),53,Intersection,3,1,0,2,0,0,2,0,1,0,0,0,0,2,0,0,0,0,Spring,3,19
5776,9001127498,Fatal,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8856145.65469366,5405923.26628348,43.61414600000001,-79.55611,2019-06-18 12:00:00,Spring,2019,6,June,Tuesday,12,12:00 to 12:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Etobicoke York,Islington-City Centre West (14),14,Intersection,3,1,0,0,2,0,2,0,1,0,0,0,0,1,1,0,0,0,Spring,1,12
5779,9001143584,Fatal,"Pedestrian, Automobile",Not Recorded,-8834508.81922664,5413020.59349505,43.660288,-79.361743,2019-06-20 13:15:00,Spring,2019,6,June,Thursday,13,13:00 to 13:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Regent Park (72),72,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,3,13
5783,9001160017,Fatal,Automobile,"Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8818262.63010129,5428650.64027104,43.761779,-79.215801,2019-06-22 19:09:00,Summer,2019,6,June,Saturday,19,19:00 to 19:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Scarborough,Woburn (137),137,Intersection,5,1,0,3,1,0,2,0,3,0,0,0,0,2,0,0,0,0,Summer,5,19
5788,9001184914,Fatal,"Pedestrian, Truck",Not Recorded,-8836324.66276046,5411839.22458611,43.65261,-79.378055,2019-06-26 09:02:00,Summer,2019,6,June,Wednesday,9,09:00 to 09:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Church-Yonge Corridor (75),75,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Summer,2,9
5802,9001287128,Fatal,"Pedestrian, Automobile",Not Recorded,-8852294.00031221,5428197.18691755,43.758837,-79.52150999999998,2019-07-10 12:21:00,Summer,2019,7,July,Wednesday,12,12:00 to 12:59,Minor Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,North York,Black Creek (24),24,Mid-Block,3,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,Summer,2,12
5806,9001332621,Fatal,"Pedestrian, Truck",Aggressive and Distracted Driving Collision,-8833814.96484053,5435249.50727406,43.804576,-79.35551,2019-07-16 14:01:00,Summer,2019,7,July,Tuesday,14,14:00 to 14:59,Local,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,North York,Hillcrest Village (48),48,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Summer,1,14
5807,9001351159,Fatal,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8852643.09823534,5411924.30641084,43.653163,-79.52464599999998,2019-07-18 22:40:00,Summer,2019,7,July,Thursday,22,22:00 to 22:59,Major Arterial,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Turning Movement,Etobicoke York,Kingsway South (15),15,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,Summer,3,22
5821,9001419121,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8857889.25187795,5428369.50273046,43.759955,-79.571773,2019-07-28 10:54:00,Summer,2019,7,July,Sunday,10,10:00 to 10:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Humber Summit (21),21,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,6,10
5829,9001460001,Fatal,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8857435.73627246,5425663.52976657,43.742396,-79.567699,2019-08-02 22:37:00,Summer,2019,8,August,Friday,22,22:00 to 22:59,Major Arterial,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Etobicoke York,Thistletown-Beaumond Heights (3),3,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,Summer,4,22
5830,9001462666,Fatal,Automobile,Not Recorded,-8827790.91059625,5428961.53534919,43.763796,-79.301395,2019-08-03 09:17:00,Summer,2019,8,August,Saturday,9,09:00 to 09:59,Major Arterial,At Intersection,No Control,Clear,Daylight,Dry,SMV Other,Scarborough,Wexford/Maryvale (119),119,Intersection,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Summer,5,9
5837,9001478077,Fatal,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8836102.13509837,5435721.97229415,43.807639,-79.376056,2019-08-05 16:48:00,Summer,2019,8,August,Monday,16,16:00 to 16:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,North York,Bayview Woods-Steeles (49),49,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,Summer,0,16
5839,9001504654,Fatal,"Pedestrian, Automobile",Not Recorded,-8840237.43154236,5431487.46471938,43.780181,-79.41320400000002,2019-08-09 09:45:00,Summer,2019,8,August,Friday,9,09:00 to 09:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,North York,Willowdale East (51),51,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,4,9
5842,9001534741,Fatal,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8824870.10979682,5439322.01659903,43.830973,-79.275157,2019-08-13 13:29:00,Summer,2019,8,August,Tuesday,13,13:00 to 13:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Scarborough,Milliken (130),130,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,Summer,1,13
