,ACCNUM,ACCLASS,INVOLVED,MOTIVE,X,Y,LATITUDE,LONGITUDE,DATE_TIME,SEASON,YEAR,MONTH,MONTH_NAME,DAY_NAME,HOUR,HOUR_INTERVAL,ROAD_CLASS,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,DISTRICT,NEIGHBOURHOOD,HOOD_ID,LOCCOORD,PEOPLE_COUNT,FATAL_INJURY_COUNT,MAJOR_INJURY_COUNT,MINOR_INJURY_COUNT,NO_INJURY_COUNT,NULL_INJURY_COUNT,DRIVERS_COUNT,PEDESTRIAN_COUNT,PASSENGER_COUNT,CYCLIST_COUNT,OTHER_INVTYPE_COUNT,NULL_INVTYPE_COUNT,PEOPLE_VEH_COUNT,AUTOMOBILE_VEH_COUNT,RECREATIONAL_VEH_COUNT,OTHER_VEH_COUNT,NULL_VEH_COUNT,PEDESTRIAN,Season,Weekday,Hour
4722,6001731128,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8847578.72932119,5414508.82865469,43.66995900000001,-79.479152,2016-09-29 10:40:00,Autumn,2016,9,September,Thursday,10,10:00 to 10:59,Major Arterial,Non Intersection,No Control,Rain,Daylight,Wet,Sideswipe,Etobicoke York,Junction Area (90),90,Mid-Block,4,1,1,0,2,0,3,0,1,0,0,0,0,3,0,0,0,0,Autumn,3,10
4725,6001741045,Fatal,"Pedestrian, Automobile",Not Recorded,-8841777.20273901,5419235.9618347,43.700667,-79.427036,2016-09-30 19:28:00,Autumn,2016,9,September,Friday,19,19:00 to 19:59,Major Arterial,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,North York,Humewood-Cedarvale (106),106,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,4,19
4727,6001750735,Fatal,"Pedestrian, Automobile",Not Recorded,-8822554.99834679,5424574.98444819,43.735331,-79.25435999999998,2016-10-02 10:58:00,Autumn,2016,10,October,Sunday,10,10:00 to 10:59,Major Arterial,Intersection Related,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Eglinton East (138),138,Intersection,3,1,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,1,Autumn,6,10
4728,6001753301,Fatal,"Pedestrian, Automobile",Not Recorded,-8823203.76833913,5424377.47307745,43.734049,-79.260188,2016-10-02 19:40:00,Autumn,2016,10,October,Sunday,19,19:00 to 19:59,Major Arterial,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Pedestrian Collisions,Scarborough,Kennedy Park (124),124,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,6,19
4739,6001807391,Fatal,"Pedestrian, Automobile",Not Recorded,-8832202.16805791,5427828.67615926,43.756446,-79.341022,2016-10-11 11:52:00,Autumn,2016,10,October,Tuesday,11,11:00 to 11:59,Collector,At/Near Private Drive,No Control,Clear,Daylight,Dry,Pedestrian Collisions,North York,Parkwoods-Donalda (45),45,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,1,11
4740,6001813893,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8842215.35625477,5415240.33849623,43.674712,-79.430972,2016-10-12 11:09:00,Autumn,2016,10,October,Wednesday,11,11:00 to 11:59,Minor Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Wychwood (94),94,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,2,11
4741,6001813950,Fatal,"Pedestrian, Automobile","Speeding  Related Collision, Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8822971.11060338,5424449.88315146,43.734519,-79.258098,2016-10-12 11:17:00,Autumn,2016,10,October,Wednesday,11,11:00 to 11:59,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Kennedy Park (124),124,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,2,11
4747,6001868616,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8835657.07977417,5420994.09124196,43.712084,-79.372058,2016-10-20 19:22:00,Autumn,2016,10,October,Thursday,19,19:00 to 19:59,Major Arterial,Non Intersection,No Control,Rain,Dark,Wet,Pedestrian Collisions,North York,Leaside-Bennington (56),56,Intersection,3,1,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,1,Autumn,3,19
4752,6001911469,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8833110.08982483,5410115.60166836,43.641406,-79.34917800000002,2016-10-27 15:49:00,Autumn,2016,10,October,Thursday,15,15:00 to 15:59,Collector,Overpass or Bridge,No Control,Rain,Daylight,Wet,SMV Other,Toronto and East York,South Riverdale (70),70,Mid-Block,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Autumn,3,15
4755,6001927266,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8827357.76645757,5423082.35312021,43.725642,-79.297504,2016-10-30 02:27:00,Autumn,2016,10,October,Sunday,2,02:00 to 02:59,Major Arterial,Intersection Related,No Control,Clear,Dark,Dry,SMV Other,Scarborough,Wexford/Maryvale (119),119,Intersection,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Autumn,6,2
4756,6001932941,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8842688.46409064,5408834.6307253,43.63307800000001,-79.435222,2016-10-31 02:57:00,Autumn,2016,10,October,Monday,2,02:00 to 02:59,<Null>,Non Intersection,No Control,Clear,Dark,Dry,SMV Other,Toronto and East York,South Parkdale (85),85,Mid-Block,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Autumn,0,2
4760,6001951366,Fatal,"Pedestrian, Automobile",Not Recorded,-8839823.76831457,5412375.57627509,43.65609600000001,-79.409488,2016-11-02 19:48:00,Autumn,2016,11,November,Wednesday,19,19:00 to 19:59,Major Arterial,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Pedestrian Collisions,Toronto and East York,Trinity-Bellwoods (81),81,Mid-Block,4,1,0,1,2,0,2,2,0,0,0,0,0,2,0,0,0,1,Autumn,2,19
4766,6001974222,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8850761.91016042,5411154.29058775,43.648158,-79.507747,2016-11-06 11:55:00,Autumn,2016,11,November,Sunday,11,11:00 to 11:59,Major Arterial,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Stonegate-Queensway (16),16,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,6,11
4772,6002001573,Fatal,"Pedestrian, Automobile",Not Recorded,-8822526.94583511,5426910.93105686,43.750491,-79.254108,2016-11-10 17:32:00,Autumn,2016,11,November,Thursday,17,17:00 to 17:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Bendale (127),127,Mid-Block,3,1,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,Autumn,3,17
4775,6002021851,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8828120.416289,5431380.92543122,43.77949,-79.304355,2016-11-14 08:14:00,Autumn,2016,11,November,Monday,8,08:00 to 08:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Tam O'Shanter-Sullivan (118),118,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,0,8
4782,6002089290,Fatal,"Pedestrian, Automobile",Not Recorded,-8835837.19471028,5412634.3778705,43.657778,-79.373676,2016-11-24 20:10:00,Autumn,2016,11,November,Thursday,20,20:00 to 20:59,Local,At/Near Private Drive,No Control,Clear,Dark,Wet,Pedestrian Collisions,Toronto and East York,Moss Park (73),73,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,3,20
4787,6002114627,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8835500.787209101,5414812.9376395,43.671935,-79.370654,2016-11-28 21:53:00,Autumn,2016,11,November,Monday,21,21:00 to 21:59,Major Arterial,At Intersection,Traffic Signal,Clear,Dark,Dry,SMV Other,Toronto and East York,Cabbagetown-South St.James Town (71),71,Intersection,4,1,1,1,1,0,1,0,3,0,0,0,0,1,0,0,0,0,Autumn,0,21
4791,6002131954,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8829373.98507482,5418633.31326961,43.696753,-79.315616,2016-12-01 13:35:00,Autumn,2016,12,December,Thursday,13,13:00 to 13:59,Collector,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Woodbine-Lumsden (60),60,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,3,13
4796,6002160952,Fatal,"Pedestrian, Automobile",Not Recorded,-8842969.545804901,5427246.57937875,43.752669,-79.437747,2016-12-06 07:12:00,Autumn,2016,12,December,Tuesday,7,07:00 to 07:59,Major Arterial,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,North York,Lansing-Westgate (38),38,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,1,7
4806,6002208039,Fatal,"Pedestrian, Automobile",Not Recorded,-8826596.78641851,5436265.11333968,43.81116,-79.29066800000003,2016-12-13 14:40:00,Autumn,2016,12,December,Tuesday,14,14:00 to 14:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Agincourt North (129),129,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,1,14
4824,7000012031,Fatal,"Pedestrian, Automobile",Not Recorded,-8835122.85753786,5411279.82725112,43.648974,-79.36725899999998,2017-01-03 07:17:00,Winter,2017,1,January,Tuesday,7,07:00 to 07:59,Minor Arterial,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Toronto and East York,Waterfront Communities-The Island (77),77,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,1,7
4828,7000045777,Fatal,"Pedestrian, Automobile",Not Recorded,-8826263.82982155,5429022.11255631,43.764189,-79.287677,2017-01-08 18:29:00,Winter,2017,1,January,Sunday,18,18:00 to 18:59,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Dorset Park (126),126,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,6,18
4837,7000125598,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8854583.73091834,5402622.2557625,43.592673,-79.542079,2017-01-21 00:40:00,Winter,2017,1,January,Saturday,0,00:00 to 00:59,Major Arterial,Non Intersection,No Control,"Fog, Mist, Smoke, Dust","Dark, artificial",Wet,SMV Other,Etobicoke York,Long Branch (19),19,Mid-Block,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Winter,5,0
4839,7000155315,Fatal,"Automobile, Truck","Red Light Related  Collision, Aggressive and Distracted Driving Collision, Medical or Physical Disability Related Collision",-8854611.78343002,5427146.09935309,43.752017,-79.542331,2017-01-25 14:40:00,Winter,2017,1,January,Wednesday,14,14:00 to 14:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Wet,Angle,Etobicoke York,Humbermede (22),22,Intersection,4,1,0,0,3,0,4,0,0,0,0,0,0,3,0,1,0,0,Winter,2,14
4842,7000178103,Fatal,"Pedestrian, Automobile",Not Recorded,-8838281.43676963,5409585.07235132,43.637957,-79.39563299999998,2017-01-29 01:10:00,Winter,2017,1,January,Sunday,1,01:00 to 01:59,Major Arterial,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Toronto and East York,Waterfront Communities-The Island (77),77,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,6,1
4844,7000178684,Fatal,Automobile,"Speeding  Related Collision, Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8846856.8224234,5408899.22875553,43.633498,-79.472667,2017-01-29 03:45:00,Winter,2017,1,January,Sunday,3,03:00 to 03:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Rear End,Toronto and East York,South Parkdale (85),85,Mid-Block,2,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,Winter,6,3
4846,7000203536,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8822090.35079222,5425458.44509612,43.741065,-79.250186,2017-02-02 02:19:00,Winter,2017,2,February,Thursday,2,02:00 to 02:59,Major Arterial,At Intersection,Stop Sign,Clear,Dark,Wet,Turning Movement,Scarborough,Eglinton East (138),138,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,Winter,3,2
4858,7000303904,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8852089.39508813,5404482.2248247005,43.604773,-79.519672,2017-02-18 00:29:00,Winter,2017,2,February,Saturday,0,00:00 to 00:59,Major Arterial,Underpass or Tunnel,No Control,Clear,"Dark, artificial",Dry,SMV Other,Etobicoke York,Mimico (17),17,Mid-Block,2,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Winter,5,0
4864,7000337302,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8836627.00649746,5411410.13488087,43.649821,-79.380771,2017-02-23 10:22:00,Winter,2017,2,February,Thursday,10,10:00 to 10:59,Major Arterial,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Pedestrian Collisions,Toronto and East York,Bay Street Corridor (76),76,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,3,10
4872,7000395986,Fatal,"Pedestrian, Automobile","Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8850972.52663701,5425232.71855464,43.7396,-79.509639,2017-03-04 10:01:00,Winter,2017,3,March,Saturday,10,10:00 to 10:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Glenfield-Jane Heights (25),25,Intersection,3,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,1,Winter,5,10
4873,7000396718,Fatal,"Pedestrian, Automobile",Not Recorded,-8862368.414229,5422279.67642421,43.720431,-79.61201,2017-03-04 12:49:00,Winter,2017,3,March,Saturday,12,12:00 to 12:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,West Humber-Clairville (1),1,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,5,12
4874,7000416403,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8846754.0745334,5411753.98969193,43.652056,-79.471744,2017-03-07 15:38:00,Winter,2017,3,March,Tuesday,15,15:00 to 15:59,Major Arterial,Intersection Related,No Control,Clear,Daylight,Dry,Approaching,Toronto and East York,High Park-Swansea (87),87,Intersection,5,1,0,0,4,0,3,0,2,0,0,0,0,3,0,0,0,0,Winter,1,15
4881,7000485980,Fatal,"Pedestrian, Automobile",Not Recorded,-8836418.05981324,5414151.3287194,43.667636,-79.37889399999997,2017-03-18 19:32:00,Winter,2017,3,March,Saturday,19,19:00 to 19:59,Major Arterial,Intersection Related,No Control,Rain,"Dark, artificial",Wet,Pedestrian Collisions,Toronto and East York,North St.James Town (74),74,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,5,19
4883,7000487878,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8838516.65485367,5426079.7223652,43.745097,-79.397746,2017-03-19 02:55:00,Winter,2017,3,March,Sunday,2,02:00 to 02:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Wet,SMV Other,North York,Bridle Path-Sunnybrook-York Mills (41),41,Mid-Block,2,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,Winter,6,2
4903,7000606743,Fatal,Truck,Not Recorded,-8822207.57021602,5419320.03397443,43.701213,-79.251239,2017-04-06 14:03:00,Spring,2017,4,April,Thursday,14,14:00 to 14:59,Local,Intersection Related,No Control,Rain,Daylight,Wet,Other,Scarborough,Birchcliffe-Cliffside (122),122,Intersection,2,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,Spring,3,14
4908,7000637893,Fatal,"Pedestrian, Truck",Aggressive and Distracted Driving Collision,-8845321.28136739,5424064.88376939,43.73202,-79.458873,2017-04-11 10:56:00,Spring,2017,4,April,Tuesday,10,10:00 to 10:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,North York,Clanton Park (33),33,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,1,10
4910,7000649054,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8836628.67628982,5433824.39225585,43.795336,-79.380786,2017-04-13 01:44:00,Spring,2017,4,April,Thursday,1,01:00 to 01:59,Collector,Non Intersection,No Control,Clear,"Dark, artificial",Dry,SMV Other,North York,Bayview Woods-Steeles (49),49,Mid-Block,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Spring,3,1
4911,7000659290,Fatal,"Pedestrian, City Vehicle",Not Recorded,-8838478.47226833,5411640.13925474,43.651316,-79.397403,2017-04-14 18:05:00,Spring,2017,4,April,Friday,18,18:00 to 18:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Kensington-Chinatown (78),78,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Spring,4,18
4921,7000701050,Fatal,"Pedestrian, Automobile",Not Recorded,-8814174.86707987,5433580.26316846,43.793753,-79.17908,2017-04-21 15:30:00,Spring,2017,4,April,Friday,15,15:00 to 15:59,Collector,Intersection Related,No Control,Clear,"Daylight, artificial",Dry,Pedestrian Collisions,Scarborough,Highland Creek (134),134,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,4,15
4923,7000734516,Fatal,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8834994.61748447,5431753.8954202,43.78190900000001,-79.366107,2017-04-26 18:57:00,Spring,2017,4,April,Wednesday,18,18:00 to 18:59,Major Arterial,At/Near Private Drive,No Control,Clear,Daylight,Dry,Angle,North York,Don Valley Village (47),47,Intersection,2,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,Spring,2,18
4934,7000795019,Fatal,Automobile,Not Recorded,-8817802.21268737,5437105.41763042,43.816607,-79.211665,2017-05-05 23:59:00,Spring,2017,5,May,Friday,23,23:00 to 23:59,Minor Arterial,Non Intersection,No Control,Clear,"Dark, artificial",<Null>,Approaching,Scarborough,Rouge (131),131,Mid-Block,5,1,0,1,3,0,4,0,1,0,0,0,0,3,0,0,1,0,Spring,4,23
4938,7000811654,Fatal,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8844026.07909201,5424449.26689312,43.734515,-79.447238,2017-05-08 18:15:00,Spring,2017,5,May,Monday,18,18:00 to 18:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,North York,Clanton Park (33),33,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,Spring,0,18
4951,7000861875,Fatal,Automobile,Medical or Physical Disability Related Collision,-8828873.715283198,5428180.23294178,43.758727,-79.311122,2017-05-16 11:35:00,Spring,2017,5,May,Tuesday,11,11:00 to 11:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,Scarborough,Wexford/Maryvale (119),119,Mid-Block,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Spring,1,11
4960,7000917334,Fatal,Cyclist,Not Recorded,-8843372.96763953,5409196.69313022,43.635432,-79.44137099999998,2017-05-24 18:15:00,Spring,2017,5,May,Wednesday,18,18:00 to 18:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,South Parkdale (85),85,Mid-Block,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Spring,2,18
4969,7000961019,Fatal,"Pedestrian, Automobile",Not Recorded,-8837751.44467396,5431352.09373715,43.77930300000001,-79.390872,2017-05-31 09:50:00,Spring,2017,5,May,Wednesday,9,09:00 to 09:59,Major Arterial,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,North York,Bayview Village (52),52,Intersection,3,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,Spring,2,9
4975,7000983227,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8822209.24000839,5420098.27653803,43.706267,-79.251254,2017-06-03 11:34:00,Spring,2017,6,June,Saturday,11,11:00 to 11:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Birchcliffe-Cliffside (122),122,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,5,11
4992,7001052989,Fatal,Automobile,Not Recorded,-8820964.24282335,5433542.01737809,43.793505,-79.24006999999997,2017-06-13 16:06:00,Spring,2017,6,June,Tuesday,16,16:00 to 16:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Scarborough,Agincourt South-Malvern West (128),128,Mid-Block,4,1,1,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,Spring,1,16
5011,7001169974,Fatal,"Cyclist, Automobile",Not Recorded,-8849289.26461672,5415461.04945501,43.676146,-79.494518,2017-06-30 13:04:00,Summer,2017,6,June,Friday,13,13:00 to 13:59,Collector,Non Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Etobicoke York,Rockcliffe-Smythe (111),111,Mid-Block,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,Summer,4,13
5019,7001224899,Fatal,"Automobile, Motorcycle",Not Recorded,-8835212.02444998,5416207.41170901,43.680995,-79.36806,2017-07-08 20:07:00,Summer,2017,7,July,Saturday,20,20:00 to 20:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Toronto and East York,Leaside-Bennington (56),56,Mid-Block,3,1,0,2,0,0,3,0,0,0,0,0,0,1,2,0,0,0,Summer,5,20
5028,7001287888,Fatal,"Pedestrian, City Vehicle",Not Recorded,-8823185.17798417,5424373.46743037,43.734023,-79.260021,2017-07-18 10:54:00,Summer,2017,7,July,Tuesday,10,10:00 to 10:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Kennedy Park (124),124,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Summer,1,10
5029,7001289449,Fatal,"Motorcycle, Truck",Not Recorded,-8848167.27546901,5411323.82702451,43.64926,-79.484439,2017-07-18 15:04:00,Summer,2017,7,July,Tuesday,15,15:00 to 15:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Toronto and East York,High Park-Swansea (87),87,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,Summer,1,15
5035,7001319124,Fatal,"Pedestrian, Automobile",Not Recorded,-8818258.28864115,5428500.05182729,43.76080200000001,-79.215762,2017-07-22 23:05:00,Summer,2017,7,July,Saturday,23,23:00 to 23:59,Minor Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Woburn (137),137,Mid-Block,4,1,0,0,3,0,1,1,2,0,0,0,0,1,0,0,0,1,Summer,5,23
5044,7001372973,Fatal,"Pedestrian, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8835538.19055801,5412702.54144688,43.65822100000001,-79.37099,2017-07-31 07:13:00,Summer,2017,7,July,Monday,7,07:00 to 07:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Moss Park (73),73,Intersection,3,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,Summer,0,7
5056,7001442419,Fatal,"Automobile, City Vehicle",Not Recorded,-8815929.59621325,5435007.03708197,43.803004,-79.194843,2017-08-10 18:10:00,Summer,2017,8,August,Thursday,18,18:00 to 18:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Scarborough,Rouge (131),131,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,Summer,3,18
5061,7001470435,Fatal,Pedestrian,Not Recorded,-8835487.20623123,5412722.5443977015,43.658351,-79.370532,2017-08-15 04:07:00,Summer,2017,8,August,Tuesday,4,04:00 to 04:59,Major Arterial,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Pedestrian Collisions,Toronto and East York,Moss Park (73),73,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,Summer,1,4
5076,7001535588,Fatal,"Pedestrian, Automobile",Not Recorded,-8828979.91407741,5426644.64025135,43.748763,-79.312076,2017-08-24 23:25:00,Summer,2017,8,August,Thursday,23,23:00 to 23:59,Major Arterial,At Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,North York,Wexford/Maryvale (119),119,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,3,23
5078,7001542101,Fatal,"Pedestrian, Automobile",Not Recorded,-8841991.15880031,5411360.90391929,43.649501,-79.428958,2017-08-25 11:30:00,Summer,2017,8,August,Friday,11,11:00 to 11:59,Minor Arterial,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Toronto and East York,Little Portugal (84),84,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,4,11
5079,7001544325,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8821295.41830846,5422281.37073633,43.720442,-79.243045,2017-08-26 10:55:00,Summer,2017,8,August,Saturday,10,10:00 to 10:59,Minor Arterial,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,Scarborough,Cliffcrest (123),123,Mid-Block,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Summer,5,10
5080,7001553173,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8821960.44094646,5440259.82662597,43.83705,-79.24901899999998,2017-08-27 20:54:00,Summer,2017,8,August,Sunday,20,20:00 to 20:59,Major Arterial,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Scarborough,Rouge (131),131,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,6,20
5092,7001609405,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8843964.96469157,5427808.02396364,43.756312,-79.446689,2017-09-05 18:32:00,Summer,2017,9,September,Tuesday,18,18:00 to 18:59,Local,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,North York,Bathurst Manor (34),34,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,1,18
5102,7001671435,Fatal,"Automobile, Truck","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8862465.26218599,5427704.60956025,43.755641,-79.61288,2017-09-15 06:52:00,Summer,2017,9,September,Friday,6,06:00 to 06:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Etobicoke York,West Humber-Clairville (1),1,Mid-Block,4,1,1,2,0,0,3,0,1,0,0,0,0,2,0,1,0,0,Summer,4,6
